source_repo,source_commit,path,category,review_phase,priority,review_status,assimilation_decision,pqts_target,license_boundary,size_bytes,line_count,sha256,notes
freqtrade/freqtrade,e00a1fd28c03,freqtrade/templates/subtemplates/exchange_huobi.j2,strategy_interface,P0,high,unreviewed,pending,src/research/strategy_studio.py + src/research/ai_agent.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,260,12,8906d50c51505d9294da1427b4ebdfbadaa6c7276374b6149a3d038f3d9d5ea5,Study strategy API contracts and parameter ergonomics; reimplement ideas PQTS-native.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/templates/subtemplates/exchange_kraken.j2,strategy_interface,P0,high,unreviewed,pending,src/research/strategy_studio.py + src/research/ai_agent.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,249,13,5dd6c221a27cb59e87ff34bd67a14d2adaec7036281aa2e1f365b5a27d07b993,Study strategy API contracts and parameter ergonomics; reimplement ideas PQTS-native.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/templates/subtemplates/exchange_kucoin.j2,strategy_interface,P0,high,unreviewed,pending,src/research/strategy_studio.py + src/research/ai_agent.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,291,12,3b0a70b0430d52117744afea89b70646fb92bb923a74d3ee8e379c15901ff549,Study strategy API contracts and parameter ergonomics; reimplement ideas PQTS-native.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/templates/subtemplates/exchange_okex.j2,strategy_interface,P0,high,unreviewed,pending,src/research/strategy_studio.py + src/research/ai_agent.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,291,12,3b0a70b0430d52117744afea89b70646fb92bb923a74d3ee8e379c15901ff549,Study strategy API contracts and parameter ergonomics; reimplement ideas PQTS-native.
freqtrade/freqtrade,e00a1fd28c03,docker/Dockerfile.freqai,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,225,8,d3dcc3e49b27e149fd20b40c647d0a81eca71f085b71ef66a06e9b284cef4068,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docker/Dockerfile.freqai_rl,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,262,8,c07d31f5e4de78fc3447224369eada29b54dbc1fb7a86e4066074ea3ba1bfb80,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docker/docker-compose-freqai.yml,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1142,35,874c2f6f681472d96567216bacae4f86cb81a6ed0c37ab9908366ee57851f4d3,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/advanced-hyperopt.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,10724,231,be3f73495d1a688db20299280984c84dea1ee301b446702ba9b4353ef05b1195,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_DI.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,314012,1187,00563bb2f658f2dc7e21f4c9e384146329465f6041835bab2d0bd08f9b9b697f,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_algo.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,353611,1461,cd1143d0e6c7ca2f09446ed896a6123b00817d69389dd27ffb077ac872cd1f6e,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_algorithm-diagram.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,501262,2039,5ba8e5382c0c8fcf2318254f910686b15489bcfa72f44c7bc6b036eab32f6839,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_dbscan.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,67965,250,62bae1e8f09bc953195afd39af80fff7d8b16dd2cb9a669b760431583838f47f,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_doc_logo.svg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2101262,304,20c2c89c98b951f159d0179cf2bee520cd86fc0acc4c74deb56521523fc88957,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_inlier-metric.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,468744,1773,f0c051b3142dc11273997395a4d7a95b4ec2d7d14748632041c5e077b2aabe3f,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_moving-window.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,276574,1131,bdf7f09cdaff8c87ab7a7ae0bf960d58332b457a19370e6b5b157d8c665ddec5,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_pytorch-diagram.png,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,18611,86,724aa5221439c4cd738859892d9c735b489fa51e4ba88c6343258ed882b8f087,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/assets/freqai_weight-factor.jpg,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,189828,773,e9a6175a2b450952af33ca82209fa487c5e2b049cec821cd58738256e510f28a,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/commands/hyperopt-list.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3260,63,67c2e7606500c8a604cbec4e5aea74f909dd8e3df58d717057a5d72f9197902c,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/commands/hyperopt-show.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2420,45,f01f71645e9cfa6375302cb14e437e20eb45ef01182df58ed33516010dc1d9e7,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/commands/hyperopt.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,7371,130,e928a509fe08d9f0a7e9918ed48d8f5b03264984c61871629ffe0b6c9c415607,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/commands/list-freqaimodels.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1562,32,d718ba2e92426be08cf891b59743da88a4f17a3efc1e5800d955d206774d5d12,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/commands/list-hyperoptloss.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1568,32,93c475e61dbd3ae25de3bbf69c02f1b77cdaf96d68a962d55fd11b8f2f235e20,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-configuration.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,29989,427,ff6a4daa5b9f7e38c6ebe6164a0acd60742ede57fac5d4f517f6b2d79a2d0ac1,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-developers.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6077,78,bb99b23724109434cf74c7418a312330f30282ad5d7b9218b0eb4aa685fdb184,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-feature-engineering.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,23841,408,f05825b84f40b0c4d7cd6bafe1d01cb20ad4ad99b3d79ae84ac291ee07785923,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-parameter-table.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,20480,119,d388b7c2f835ddedb6a117c7a5e3df9c24d4ca3e4527a7a59679c104e97300b9,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-reinforcement-learning.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,20391,280,3dc777ee162ab775d0cee21d36821bed94c55a4dcfa8bbb28513ceb0a42d1fcb,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai-running.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,17354,191,cc351728bf365b2f4050726b614708daa0b414c420303c9424736bff7c681637,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/freqai.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,11870,141,784af9a1da69638095f6a21b1dd8a2e1b69b47a02370cb51cd69d8467a4211fa,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,docs/hyperopt.md,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,47130,851,4f6f6dfb93732097ecf14be51aa0da42353361b199e6a19a851e4e94310262de,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/commands/hyperopt_commands.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3791,113,a59823bf5be0decf5e7893fdeeee2a6b93e0e32a3028bd36e48a216e4a2fa040,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/enums/hyperoptstate.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,209,13,60f89ad0c641033826f6981a2baaf8e20a5eb6f13d0509fb9530e56fc8902a50,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/Base3ActionRLEnv.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4691,140,8106ab74edbf7d571182de48802f17adfd14d270a454e93e35ba0a30e4ff748f,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/Base4ActionRLEnv.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,5121,144,bbefcef635851193d5873e217a110b9199a761b90cab2d5aa8a880ba3e26eb40,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/Base5ActionRLEnv.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,5720,153,18954ff102b7b2cc1289294dc8b3596d08cd4220460719a4320dcc7eec91a35c,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/BaseEnvironment.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,15330,418,4a2555009b38b5fa95883ca66ade26407f2d7c90e0d03ae914d572d5ea0cd2df,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/BaseReinforcementLearningModel.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,20660,510,7f39d53cd7299066afccfe0a36c9cd91f0dd531a1cb1249e1ee18beeeae3ee36,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/RL/__init__.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/__init__.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/BaseClassifierModel.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4970,129,d557ca4c2a1d0b5847f01363bb8a8a20dd27bc13114ed6c6aa37739d52af6b5e,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/BasePyTorchClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,7996,214,22f3dc0205a7d757dc13ac334ffc86d10a2529e31d79ca7ebf1bf61eaf793daf,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/BasePyTorchModel.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1276,39,82aa5acce775aa02957cde7ab7441bbc04f6024204955e87ca60765a8fbaf644,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/BasePyTorchRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4413,117,7cd1446942e739a19619f09afa03b7c2797b86a5f15fc7272f9c02f79aca35f3,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/BaseRegressionModel.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,5325,131,b91bf3a0cbf096c204f4c5b2b15d7d79777c1a890fe54345d663610a9198475d,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/FreqaiMultiOutputClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3381,87,51dd7ffe6621c8c65fcf40b631f4aec00da4f6e08071d90f9007999195854330,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/base_models/FreqaiMultiOutputRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2290,52,0e3bee94fe9a4a73c3a9cb74bb97fa6ab81a2297d0caa265d13a02182b7a85f0,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/data_drawer.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,33027,769,b976178a81aabae994fc387eff306f0b3c12bbd8953de7a176e8051f45205332,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/data_kitchen.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,44087,1036,cf57655e712534122e95771c9c67710935352eca6bdf0c398f0c38debadab8ad,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/freqai_interface.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,46096,1044,67434072aff446772bc9dc982f5562c929970d7d57c87ee68a8b8bf20cfa4908,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/LightGBMClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2424,65,8a37b60e3a710618468e9a4790a968afdd8626d3702402e47025ddc8a3298d73,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/LightGBMClassifierMultiTarget.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3096,79,ebee158a0b5ab787fcd502467b8eda841833fa83d1e974ea9467c2079b3967b3,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/LightGBMRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2278,62,aa3a3e7cb6b2c0be75c8266650efc7997496b49bebe1ec3ae661e578378880cf,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/LightGBMRegressorMultiTarget.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3142,81,f8679df7e1b9a7f46562c3e1f76b6387020ae18a0eb94c9aca100de194ed9e51,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/PyTorchMLPClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3531,90,43ea5b5ebd1c2084803aab5ea39d1b1e412347b9efa720f245dc855be6862cc7,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/PyTorchMLPRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3207,83,05e5136f002bcc4d7fa2f931b98e7bde32e49a227305163b0d355e4ff35af420,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/PyTorchTransformerRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6088,155,ca8d88500c6bbc7c6b030287c54c3645c863dbe84ea1a5afe60d483e88b3d139,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/ReinforcementLearner.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,7116,171,248791cd49f9a42d5a49f5e0ed87e487519437620534996710d596f279d51afa,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/ReinforcementLearner_multiproc.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3042,85,a9d1ab221dab69d74cf73823d233e7c8f75c6f4649cfc815718d58953a681f26,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/SKLearnRandomForestClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3236,84,9ae42bb20319a2c0646ff0f4d727e2ac36e2b3f9e21c66b19a48e3a96467225a,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/XGBoostClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3316,88,dfe539a3db5aed6124f3fb41c5db33dd4771e5e63ebc21f50ddcf177c70287d8,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/XGBoostRFClassifier.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3322,88,ece1f9359c079896a3be552021623a38c5acdc4f0d880504bcb0af4d4325e36c,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/XGBoostRFRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2330,64,1ceea2a9eb714599bebdcae2b91e48c11ab7dc4240625c186af07597d9876a08,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/XGBoostRegressor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2169,60,c247d7809eddb9a74094dfad4cdd67cd4e8df516dafb29602290b2ce8c977423,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/XGBoostRegressorMultiTarget.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2258,61,ca56e5b0035e11d3d5a118874c10e918fa19acaa055765b42b7472ec3162054f,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/prediction_models/__init__.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/tensorboard/TensorboardCallback.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2127,61,beb925b6548d339d24eb5043f803c0460473ebd42e0ef84a36478c2c46055be0,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/tensorboard/__init__.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,745,19,dcc7d7ee7bd82ef4ea5239207e4effd8d734dc2ded848b6bcf54c725f441c5c5,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/tensorboard/base_tensorboard.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,675,30,34784b6478ee5ee00da1fdf1bdf6a876b0a14bba354d18e5eacf8d8686965b85,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/tensorboard/lightgbm_callback.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,794,24,a66cb907efccab990105ba687ad7071653de2ee35e6b4e799e2770d0db8f0ceb,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/tensorboard/tensorboard.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1826,61,e703cb584d9f8b252bc9bcd54a66dc0e482fec5098834d5f2df31df71333e840,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/torch/PyTorchDataConvertor.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1874,57,9d39df6c824a9b494f4f70eb375492438135e4be0b4fb24840cae15bda4d3188,Study ML/training orchestration and optimization surfaces.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/freqai/torch/PyTorchMLPModel.py,hyperopt_ml,P1,high,unreviewed,pending,src/research/advanced_training.py + src/research/hyperopt.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3762,96,86f3db3d0556a328c0bcb6eea60249ca314f25dca6057772d42896b46c429a09,Study ML/training orchestration and optimization surfaces.
